engine_id,cycle,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,RUL,health_label
1,1,-0.31597967993302395,-1.3729532035104928,0.0,-1.721725391987046,-0.13425517589960495,-0.9259359643726434,1.1211405697975247,-0.516338406192186,-0.8628133152009628,-0.2664665957146243,0.3342618401933996,-1.058890236879873,-0.2690710403193391,-0.6038156997582987,-0.7817097857218288,1.3484927436602336,1.194427047890514,125,0
1,2,0.8727219281669687,-1.0317203547636702,0.0,-1.0617797067522012,0.2115284938758204,-0.6437258660491735,0.431930175249528,-0.7980929993508061,-0.9588176147514346,-0.19158292532444912,1.1748993222074802,-0.36364599790254193,-0.6428447365510408,-0.27585181070180737,-0.7817097857218288,1.0165279304068096,1.2369219607271347,125,0
1,3,-1.9618742142253214,1.0156767377172633,0.0,-0.6618126247915099,-0.4131655887845202,-0.5259531478512048,1.008155259215863,-0.23458381303356585,-0.5571392482361328,-1.0153032996162428,1.3647206891138657,-0.9198413890818774,-0.5516292763205963,-0.6491440421482038,-2.073094226545578,0.7398905860289823,0.5034228130689318,125,0
1,4,0.32409041673620287,-0.008021808523203375,0.0,-0.6618126247915099,-1.2613142127620296,-0.7848309152109211,1.2228273493210335,0.18804807670756757,-0.7138255107099997,-1.5394889923473891,1.9613021279626377,-0.22459715011086967,-0.520175669344558,-1.9716650907010413,-0.7817097857218288,0.3525983039000005,0.7777921416010156,125,0
1,5,-0.8646111913637898,-0.690487506016848,0.0,-0.6218159165954863,-1.251527882485375,-0.30151834524751936,0.7143934517036187,-0.516338406192186,-0.45705929445953913,-0.9778614644211685,1.052871300624903,-0.7807925412902051,-0.5217483496933455,-0.3398447646640819,-0.1360175653099541,0.4632532416511157,1.0595518897568752,125,0
1,6,-1.9618742142253214,-0.3492546572700257,0.0,-1.1617714772422603,-0.9872969650154417,-1.1737030979400827,1.4713950326005356,-1.0798475925094264,-0.7047685013184162,-1.4271634867621663,0.3613791783228612,-0.9198413890818774,-0.5715498940720333,-0.8357901578713783,-1.4274020061337036,0.905872992655655,0.7131259698931327,125,0
1,7,0.4612482945938943,0.33321104022361897,0.0,-0.4018340215171289,0.29308124618134945,-1.240366900693643,1.0985435076812182,-1.0798475925094264,-0.2768248075677036,-0.6783267828605211,1.2291339984665577,-0.9198413890818774,-0.5993339135675513,-1.193084150827206,-0.7817097857218288,1.5698026191625034,0.8101252274549898,125,0
1,8,-1.5504005806522472,1.0156767377172633,0.0,-0.2418471887330343,-1.233586276978138,-0.8848266193412617,0.54491548583119,-1.3616021856680465,-1.1068997183033054,-1.1276288052014922,1.4325140344376739,-0.9198413890818774,-0.6648622614342581,-0.9211140964876813,-1.4274020061337036,0.8505455237800975,0.19302518887100226,125,0
1,9,0.3698097093554334,0.33321104022361897,0.0,-1.1217747690462367,0.07451987000254497,-1.5703527243238204,0.3641389889006078,-0.6572157027682929,-0.8505863525224322,-0.9404196292260942,0.5105245380350543,-0.6417436934922097,-0.9468962706525702,-1.8490119289400941,-0.7817097857218288,1.2931652747846367,1.0798755437222343,125,0
1,10,-1.5046812880330167,0.33321104022361897,0.0,-1.9417072870654035,0.11692730120141859,-0.9414908516817957,0.25115367831894586,-0.6572157027682929,-0.6132927064637361,-1.9139073442982117,0.5105245380350543,-0.5026948457005375,-0.7534565877500249,-0.36117574931815766,-0.1360175653099541,0.7398905860289823,1.6600234841874082,125,0
